Run,Assay Type,BioSample,Center Name,Experiment,Instrument,LibraryLayout,LibrarySelection,LibrarySource,Organism,Platform,ReleaseDate,sample_acc,Sample Name,SRA Study,AvgSpotLen,Bases,DATASTORE provider,DATASTORE region,BioProject,GEO_Accession (exp),source_name,Tissue,sex,AGE,Library Name,Cell_type,Biomaterial_provider,BioSampleModel,Cell_Line,Diagnosis,disease_state,brain_region,disease,SAMPLE_TYPE,gender,BMI,donor_age,donor_sex,RACE,siRNA
SRR12211616,Bisulfite-Seq,SAMN15518964,GEO,SRX8722391,Illumina HiSeq 4000,SINGLE,RANDOM,GENOMIC,Homo sapiens,ILLUMINA,2020-10-20T00:00:00Z,SRS6997598,GSM4669349,SRP271639,101,5250006159,"gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",PRJNA645920,,Plasma,,,,,,,,,,,,,,,,,,,
SRR12211617,Bisulfite-Seq,SAMN15518963,GEO,SRX8722392,Illumina HiSeq 4000,SINGLE,RANDOM,GENOMIC,Homo sapiens,ILLUMINA,2020-10-20T00:00:00Z,SRS6997599,GSM4669350,SRP271639,101,6432003301,"gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",PRJNA645920,,Plasma,,,,,,,,,,,,,,,,,,,
SRR12211618,Bisulfite-Seq,SAMN15518962,GEO,SRX8722393,Illumina HiSeq 4000,SINGLE,RANDOM,GENOMIC,Homo sapiens,ILLUMINA,2020-10-20T00:00:00Z,SRS6997600,GSM4669351,SRP271639,101,5387661988,"gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",PRJNA645920,,Plasma,,,,,,,,,,,,,,,,,,,
SRR12211619,Bisulfite-Seq,SAMN15518949,GEO,SRX8722394,Illumina HiSeq 4000,SINGLE,RANDOM,GENOMIC,Homo sapiens,ILLUMINA,2020-10-20T00:00:00Z,SRS6997601,GSM4669352,SRP271639,101,6397249504,"gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",PRJNA645920,,Plasma,,,,,,,,,,,,,,,,,,,
SRR12211620,Bisulfite-Seq,SAMN15518948,GEO,SRX8722395,Illumina HiSeq 4000,SINGLE,RANDOM,GENOMIC,Homo sapiens,ILLUMINA,2020-10-20T00:00:00Z,SRS6997602,GSM4669353,SRP271639,101,7025001571,"gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",PRJNA645920,,Plasma,,,,,,,,,,,,,,,,,,,
SRR12211621,Bisulfite-Seq,SAMN15518947,GEO,SRX8722396,Illumina HiSeq 4000,SINGLE,RANDOM,GENOMIC,Homo sapiens,ILLUMINA,2020-10-20T00:00:00Z,SRS6997603,GSM4669354,SRP271639,101,3402859276,"gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",PRJNA645920,,Plasma,,,,,,,,,,,,,,,,,,,
SRR12211622,Bisulfite-Seq,SAMN15518984,GEO,SRX8722397,Illumina HiSeq 4000,SINGLE,RANDOM,GENOMIC,Homo sapiens,ILLUMINA,2020-10-20T00:00:00Z,SRS6997604,GSM4669355,SRP271639,101,7479454909,"gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",PRJNA645920,,Plasma,,,,,,,,,,,,,,,,,,,
SRR12211623,Bisulfite-Seq,SAMN15518983,GEO,SRX8722398,Illumina HiSeq 4000,SINGLE,RANDOM,GENOMIC,Homo sapiens,ILLUMINA,2020-10-20T00:00:00Z,SRS6997605,GSM4669356,SRP271639,101,7947621320,"gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",PRJNA645920,,Plasma,,,,,,,,,,,,,,,,,,,
SRR12211624,Bisulfite-Seq,SAMN15518982,GEO,SRX8722399,Illumina HiSeq 4000,SINGLE,RANDOM,GENOMIC,Homo sapiens,ILLUMINA,2020-10-20T00:00:00Z,SRS6997606,GSM4669357,SRP271639,101,5831257018,"gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",PRJNA645920,,Plasma,,,,,,,,,,,,,,,,,,,
SRR12211625,Bisulfite-Seq,SAMN15518981,GEO,SRX8722336,Illumina HiSeq 4000,SINGLE,RANDOM,GENOMIC,Homo sapiens,ILLUMINA,2020-10-20T00:00:00Z,SRS6997543,GSM4669358,SRP271639,101,4460412096,"gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",PRJNA645920,,Plasma,,,,,,,,,,,,,,,,,,,
SRR12211626,Bisulfite-Seq,SAMN15518980,GEO,SRX8722337,Illumina HiSeq 4000,SINGLE,RANDOM,GENOMIC,Homo sapiens,ILLUMINA,2020-10-20T00:00:00Z,SRS6997544,GSM4669359,SRP271639,101,6536429423,"gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",PRJNA645920,,Plasma,,,,,,,,,,,,,,,,,,,
SRR12211627,Bisulfite-Seq,SAMN15518979,GEO,SRX8722338,Illumina HiSeq 4000,SINGLE,RANDOM,GENOMIC,Homo sapiens,ILLUMINA,2020-10-20T00:00:00Z,SRS6997545,GSM4669360,SRP271639,101,9290603271,"gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",PRJNA645920,,Plasma,,,,,,,,,,,,,,,,,,,
SRR12211628,Bisulfite-Seq,SAMN15518978,GEO,SRX8722339,Illumina HiSeq 4000,SINGLE,RANDOM,GENOMIC,Homo sapiens,ILLUMINA,2020-10-20T00:00:00Z,SRS6997546,GSM4669361,SRP271639,101,6541771414,"gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",PRJNA645920,,Plasma,,,,,,,,,,,,,,,,,,,
SRR12211629,Bisulfite-Seq,SAMN15518977,GEO,SRX8722340,Illumina HiSeq 4000,SINGLE,RANDOM,GENOMIC,Homo sapiens,ILLUMINA,2020-10-20T00:00:00Z,SRS6997547,GSM4669362,SRP271639,101,5644495393,"gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",PRJNA645920,,Plasma,,,,,,,,,,,,,,,,,,,
SRR12211630,Bisulfite-Seq,SAMN15518976,GEO,SRX8722341,Illumina HiSeq 4000,SINGLE,RANDOM,GENOMIC,Homo sapiens,ILLUMINA,2020-10-20T00:00:00Z,SRS6997548,GSM4669363,SRP271639,101,7416846625,"gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",PRJNA645920,,Plasma,,,,,,,,,,,,,,,,,,,
SRR12211631,Bisulfite-Seq,SAMN15518975,GEO,SRX8722342,Illumina HiSeq 4000,SINGLE,RANDOM,GENOMIC,Homo sapiens,ILLUMINA,2020-10-20T00:00:00Z,SRS6997549,GSM4669364,SRP271639,101,11940255855,"gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",PRJNA645920,,Plasma,,,,,,,,,,,,,,,,,,,
SRR12211632,Bisulfite-Seq,SAMN15518974,GEO,SRX8722343,Illumina HiSeq 4000,SINGLE,RANDOM,GENOMIC,Homo sapiens,ILLUMINA,2020-10-20T00:00:00Z,SRS6997550,GSM4669365,SRP271639,101,7806642389,"gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",PRJNA645920,,Plasma,,,,,,,,,,,,,,,,,,,
SRR12211633,Bisulfite-Seq,SAMN15518973,GEO,SRX8722344,Illumina HiSeq 4000,SINGLE,RANDOM,GENOMIC,Homo sapiens,ILLUMINA,2020-10-20T00:00:00Z,SRS6997551,GSM4669366,SRP271639,101,24942173412,"gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",PRJNA645920,,Plasma,,,,,,,,,,,,,,,,,,,
SRR12211634,Bisulfite-Seq,SAMN15518972,GEO,SRX8722345,Illumina HiSeq 4000,SINGLE,RANDOM,GENOMIC,Homo sapiens,ILLUMINA,2020-10-20T00:00:00Z,SRS6997552,GSM4669367,SRP271639,101,1240752175,"gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",PRJNA645920,,Plasma,,,,,,,,,,,,,,,,,,,
SRR12211635,Bisulfite-Seq,SAMN15518971,GEO,SRX8722346,Illumina HiSeq 4000,SINGLE,RANDOM,GENOMIC,Homo sapiens,ILLUMINA,2020-10-20T00:00:00Z,SRS6997553,GSM4669368,SRP271639,101,2976622914,"gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",PRJNA645920,,Plasma,,,,,,,,,,,,,,,,,,,
SRR12211636,Bisulfite-Seq,SAMN15518970,GEO,SRX8722347,Illumina HiSeq 4000,SINGLE,RANDOM,GENOMIC,Homo sapiens,ILLUMINA,2020-10-20T00:00:00Z,SRS6997554,GSM4669369,SRP271639,101,6445643957,"gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",PRJNA645920,,Plasma,,,,,,,,,,,,,,,,,,,
SRR12211637,Bisulfite-Seq,SAMN15518969,GEO,SRX8722348,Illumina HiSeq 4000,SINGLE,RANDOM,GENOMIC,Homo sapiens,ILLUMINA,2020-10-20T00:00:00Z,SRS6997556,GSM4669370,SRP271639,101,9103567330,"gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",PRJNA645920,,Plasma,,,,,,,,,,,,,,,,,,,
SRR12211638,Bisulfite-Seq,SAMN15518968,GEO,SRX8722349,Illumina HiSeq 4000,SINGLE,RANDOM,GENOMIC,Homo sapiens,ILLUMINA,2020-10-20T00:00:00Z,SRS6997555,GSM4669371,SRP271639,101,8296894268,"gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",PRJNA645920,,Plasma,,,,,,,,,,,,,,,,,,,
SRR12211639,Bisulfite-Seq,SAMN15518967,GEO,SRX8722350,Illumina HiSeq 4000,SINGLE,RANDOM,GENOMIC,Homo sapiens,ILLUMINA,2020-10-20T00:00:00Z,SRS6997558,GSM4669372,SRP271639,101,5167448052,"gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",PRJNA645920,,Plasma,,,,,,,,,,,,,,,,,,,
SRR12211640,Bisulfite-Seq,SAMN15518966,GEO,SRX8722351,Illumina HiSeq 4000,SINGLE,RANDOM,GENOMIC,Homo sapiens,ILLUMINA,2020-10-20T00:00:00Z,SRS6997557,GSM4669373,SRP271639,101,5065014054,"gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",PRJNA645920,,Plasma,,,,,,,,,,,,,,,,,,,
SRR12211641,Bisulfite-Seq,SAMN15518965,GEO,SRX8722400,Illumina HiSeq 4000,SINGLE,RANDOM,GENOMIC,Homo sapiens,ILLUMINA,2020-10-20T00:00:00Z,SRS6997607,GSM4669374,SRP271639,101,8972337727,"gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",PRJNA645920,,Plasma,,,,,,,,,,,,,,,,,,,
SRR12211642,Bisulfite-Seq,SAMN15519004,GEO,SRX8722401,Illumina HiSeq 4000,SINGLE,RANDOM,GENOMIC,Homo sapiens,ILLUMINA,2020-10-20T00:00:00Z,SRS6997608,GSM4669375,SRP271639,101,4713258627,"gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",PRJNA645920,,Plasma,,,,,,,,,,,,,,,,,,,
SRR12211643,Bisulfite-Seq,SAMN15519003,GEO,SRX8722402,Illumina HiSeq 4000,SINGLE,RANDOM,GENOMIC,Homo sapiens,ILLUMINA,2020-10-20T00:00:00Z,SRS6997609,GSM4669376,SRP271639,101,6058110391,"gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",PRJNA645920,,Plasma,,,,,,,,,,,,,,,,,,,
SRR12211644,Bisulfite-Seq,SAMN15519002,GEO,SRX8722403,Illumina HiSeq 4000,SINGLE,RANDOM,GENOMIC,Homo sapiens,ILLUMINA,2020-10-20T00:00:00Z,SRS6997610,GSM4669377,SRP271639,101,3416059067,"gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",PRJNA645920,,Plasma,,,,,,,,,,,,,,,,,,,
SRR12211645,Bisulfite-Seq,SAMN15519001,GEO,SRX8722404,Illumina HiSeq 4000,SINGLE,RANDOM,GENOMIC,Homo sapiens,ILLUMINA,2020-10-20T00:00:00Z,SRS6997611,GSM4669378,SRP271639,101,4107709087,"gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",PRJNA645920,,Plasma,,,,,,,,,,,,,,,,,,,
SRR12211646,Bisulfite-Seq,SAMN15519000,GEO,SRX8722405,Illumina HiSeq 4000,SINGLE,RANDOM,GENOMIC,Homo sapiens,ILLUMINA,2020-10-20T00:00:00Z,SRS6997612,GSM4669379,SRP271639,101,4124933930,"gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",PRJNA645920,,Plasma,,,,,,,,,,,,,,,,,,,
SRR12211647,Bisulfite-Seq,SAMN15518999,GEO,SRX8722406,Illumina HiSeq 4000,SINGLE,RANDOM,GENOMIC,Homo sapiens,ILLUMINA,2020-10-20T00:00:00Z,SRS6997613,GSM4669380,SRP271639,101,3888240329,"gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",PRJNA645920,,Plasma,,,,,,,,,,,,,,,,,,,
SRR12211648,Bisulfite-Seq,SAMN15518998,GEO,SRX8722407,Illumina HiSeq 4000,SINGLE,RANDOM,GENOMIC,Homo sapiens,ILLUMINA,2020-10-20T00:00:00Z,SRS6997614,GSM4669381,SRP271639,101,4521327014,"gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",PRJNA645920,,Plasma,,,,,,,,,,,,,,,,,,,
SRR12211649,Bisulfite-Seq,SAMN15518897,GEO,SRX8722408,Illumina HiSeq 4000,SINGLE,RANDOM,GENOMIC,Homo sapiens,ILLUMINA,2020-10-20T00:00:00Z,SRS6997615,GSM4669382,SRP271639,101,6788105667,"gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",PRJNA645920,,Plasma,,,,,,,,,,,,,,,,,,,
SRR12211651,Bisulfite-Seq,SAMN15518895,GEO,SRX8722410,Illumina HiSeq 4000,SINGLE,RANDOM,GENOMIC,Homo sapiens,ILLUMINA,2020-10-20T00:00:00Z,SRS6997617,GSM4669384,SRP271639,101,6858076750,"gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",PRJNA645920,,Plasma,,,,,,,,,,,,,,,,,,,
SRR12211652,Bisulfite-Seq,SAMN15518894,GEO,SRX8722411,Illumina HiSeq 4000,SINGLE,RANDOM,GENOMIC,Homo sapiens,ILLUMINA,2020-10-20T00:00:00Z,SRS6997618,GSM4669385,SRP271639,101,5237899289,"gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",PRJNA645920,,Plasma,,,,,,,,,,,,,,,,,,,
SRR12211653,Bisulfite-Seq,SAMN15518893,GEO,SRX8722412,Illumina HiSeq 4000,SINGLE,RANDOM,GENOMIC,Homo sapiens,ILLUMINA,2020-10-20T00:00:00Z,SRS6997619,GSM4669386,SRP271639,101,6403356267,"gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",PRJNA645920,,Plasma,,,,,,,,,,,,,,,,,,,
SRR12211654,Bisulfite-Seq,SAMN15518892,GEO,SRX8722413,Illumina HiSeq 4000,SINGLE,RANDOM,GENOMIC,Homo sapiens,ILLUMINA,2020-10-20T00:00:00Z,SRS6997620,GSM4669387,SRP271639,101,9070428119,"gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",PRJNA645920,,Plasma,,,,,,,,,,,,,,,,,,,
SRR12211655,Bisulfite-Seq,SAMN15518891,GEO,SRX8722414,Illumina HiSeq 4000,SINGLE,RANDOM,GENOMIC,Homo sapiens,ILLUMINA,2020-10-20T00:00:00Z,SRS6997622,GSM4669388,SRP271639,101,5877110311,"gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",PRJNA645920,,Plasma,,,,,,,,,,,,,,,,,,,
SRR12211656,Bisulfite-Seq,SAMN15518890,GEO,SRX8722415,Illumina HiSeq 4000,SINGLE,RANDOM,GENOMIC,Homo sapiens,ILLUMINA,2020-10-20T00:00:00Z,SRS6997621,GSM4669389,SRP271639,101,6242210060,"gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",PRJNA645920,,Plasma,,,,,,,,,,,,,,,,,,,
SRR12211657,Bisulfite-Seq,SAMN15518889,GEO,SRX8722422,Illumina HiSeq 4000,SINGLE,RANDOM,GENOMIC,Homo sapiens,ILLUMINA,2020-10-20T00:00:00Z,SRS6997629,GSM4669390,SRP271639,101,23994168929,"gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",PRJNA645920,,Plasma,,,,,,,,,,,,,,,,,,,
SRR12211658,Bisulfite-Seq,SAMN15518888,GEO,SRX8722423,Illumina HiSeq 4000,SINGLE,RANDOM,GENOMIC,Homo sapiens,ILLUMINA,2020-10-20T00:00:00Z,SRS6997630,GSM4669391,SRP271639,101,9359004713,ncbi,ncbi.public,PRJNA645920,,Plasma,,,,,,,,,,,,,,,,,,,
SRR12211659,Bisulfite-Seq,SAMN15518887,GEO,SRX8722424,Illumina HiSeq 4000,SINGLE,RANDOM,GENOMIC,Homo sapiens,ILLUMINA,2020-10-20T00:00:00Z,SRS6997631,GSM4669392,SRP271639,101,3975460293,"gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",PRJNA645920,,Plasma,,,,,,,,,,,,,,,,,,,
SRR12211660,Bisulfite-Seq,SAMN15518886,GEO,SRX8722425,Illumina HiSeq 4000,SINGLE,RANDOM,GENOMIC,Homo sapiens,ILLUMINA,2020-10-20T00:00:00Z,SRS6997632,GSM4669393,SRP271639,101,5477009315,"gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",PRJNA645920,,Plasma,,,,,,,,,,,,,,,,,,,
SRR12211661,Bisulfite-Seq,SAMN15518885,GEO,SRX8722426,Illumina HiSeq 4000,SINGLE,RANDOM,GENOMIC,Homo sapiens,ILLUMINA,2020-10-20T00:00:00Z,SRS6997633,GSM4669394,SRP271639,101,5297332234,"gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",PRJNA645920,,Plasma,,,,,,,,,,,,,,,,,,,
SRR12211662,Bisulfite-Seq,SAMN15518884,GEO,SRX8722427,Illumina HiSeq 4000,SINGLE,RANDOM,GENOMIC,Homo sapiens,ILLUMINA,2020-10-20T00:00:00Z,SRS6997634,GSM4669395,SRP271639,101,3843429255,"gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",PRJNA645920,,Plasma,,,,,,,,,,,,,,,,,,,
SRR12211663,Bisulfite-Seq,SAMN15518925,GEO,SRX8722428,Illumina HiSeq 4000,SINGLE,RANDOM,GENOMIC,Homo sapiens,ILLUMINA,2020-10-20T00:00:00Z,SRS6997635,GSM4669396,SRP271639,101,4731585481,"gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",PRJNA645920,,Plasma,,,,,,,,,,,,,,,,,,,
SRR12211664,Bisulfite-Seq,SAMN15518924,GEO,SRX8722429,Illumina HiSeq 4000,SINGLE,RANDOM,GENOMIC,Homo sapiens,ILLUMINA,2020-10-20T00:00:00Z,SRS6997636,GSM4669397,SRP271639,101,5882362412,"gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",PRJNA645920,,Plasma,,,,,,,,,,,,,,,,,,,
SRR12211665,Bisulfite-Seq,SAMN15518923,GEO,SRX8722430,Illumina HiSeq 4000,SINGLE,RANDOM,GENOMIC,Homo sapiens,ILLUMINA,2020-10-20T00:00:00Z,SRS6997637,GSM4669398,SRP271639,101,5371238378,"gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",PRJNA645920,,Plasma,,,,,,,,,,,,,,,,,,,
SRR12211666,Bisulfite-Seq,SAMN15518922,GEO,SRX8722431,Illumina HiSeq 4000,SINGLE,RANDOM,GENOMIC,Homo sapiens,ILLUMINA,2020-10-20T00:00:00Z,SRS6997638,GSM4669399,SRP271639,101,4514279234,"gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",PRJNA645920,,Plasma,,,,,,,,,,,,,,,,,,,
SRR12211667,Bisulfite-Seq,SAMN15518921,GEO,SRX8722432,Illumina HiSeq 4000,SINGLE,RANDOM,GENOMIC,Homo sapiens,ILLUMINA,2020-10-20T00:00:00Z,SRS6997639,GSM4669400,SRP271639,101,5652197855,"gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",PRJNA645920,,Plasma,,,,,,,,,,,,,,,,,,,
SRR12211668,Bisulfite-Seq,SAMN15518920,GEO,SRX8722433,Illumina HiSeq 4000,SINGLE,RANDOM,GENOMIC,Homo sapiens,ILLUMINA,2020-10-20T00:00:00Z,SRS6997640,GSM4669401,SRP271639,101,6275897095,"gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",PRJNA645920,,Plasma,,,,,,,,,,,,,,,,,,,
SRR12211669,Bisulfite-Seq,SAMN15518919,GEO,SRX8722434,Illumina HiSeq 4000,SINGLE,RANDOM,GENOMIC,Homo sapiens,ILLUMINA,2020-10-20T00:00:00Z,SRS6997642,GSM4669402,SRP271639,101,6547879389,"gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",PRJNA645920,,Plasma,,,,,,,,,,,,,,,,,,,
SRR12211670,Bisulfite-Seq,SAMN15518918,GEO,SRX8722435,Illumina HiSeq 4000,SINGLE,RANDOM,GENOMIC,Homo sapiens,ILLUMINA,2020-10-20T00:00:00Z,SRS6997641,GSM4669403,SRP271639,101,3336979905,"gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",PRJNA645920,,Plasma,,,,,,,,,,,,,,,,,,,
SRR12211671,Bisulfite-Seq,SAMN15518917,GEO,SRX8722436,Illumina HiSeq 4000,SINGLE,RANDOM,GENOMIC,Homo sapiens,ILLUMINA,2020-10-20T00:00:00Z,SRS6997643,GSM4669404,SRP271639,101,4558557129,"gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",PRJNA645920,,Plasma,,,,,,,,,,,,,,,,,,,
SRR12211672,Bisulfite-Seq,SAMN15518916,GEO,SRX8722437,Illumina HiSeq 4000,SINGLE,RANDOM,GENOMIC,Homo sapiens,ILLUMINA,2020-10-20T00:00:00Z,SRS6997644,GSM4669405,SRP271639,101,4368813277,"gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",PRJNA645920,,Plasma,,,,,,,,,,,,,,,,,,,
SRR12211673,Bisulfite-Seq,SAMN15518915,GEO,SRX8722352,Illumina HiSeq 4000,SINGLE,RANDOM,GENOMIC,Homo sapiens,ILLUMINA,2020-10-20T00:00:00Z,SRS6997559,GSM4669406,SRP271639,101,4800571208,"gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",PRJNA645920,,Plasma,,,,,,,,,,,,,,,,,,,
SRR12211674,Bisulfite-Seq,SAMN15518914,GEO,SRX8722353,Illumina HiSeq 4000,SINGLE,RANDOM,GENOMIC,Homo sapiens,ILLUMINA,2020-10-20T00:00:00Z,SRS6997560,GSM4669407,SRP271639,101,6130740703,"gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",PRJNA645920,,Plasma,,,,,,,,,,,,,,,,,,,
SRR12211675,Bisulfite-Seq,SAMN15518913,GEO,SRX8722354,Illumina HiSeq 4000,SINGLE,RANDOM,GENOMIC,Homo sapiens,ILLUMINA,2020-10-20T00:00:00Z,SRS6997561,GSM4669408,SRP271639,101,6421145195,ncbi,ncbi.public,PRJNA645920,,Plasma,,,,,,,,,,,,,,,,,,,
SRR12211676,Bisulfite-Seq,SAMN15518910,GEO,SRX8722355,Illumina HiSeq 4000,SINGLE,RANDOM,GENOMIC,Homo sapiens,ILLUMINA,2020-10-20T00:00:00Z,SRS6997562,GSM4669409,SRP271639,101,6599310003,"gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",PRJNA645920,,Plasma,,,,,,,,,,,,,,,,,,,
SRR12211677,Bisulfite-Seq,SAMN15518997,GEO,SRX8722356,Illumina HiSeq 4000,SINGLE,RANDOM,GENOMIC,Homo sapiens,ILLUMINA,2020-10-20T00:00:00Z,SRS6997563,GSM4669410,SRP271639,101,6317632921,"gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",PRJNA645920,,Plasma,,,,,,,,,,,,,,,,,,,
SRR12211678,Bisulfite-Seq,SAMN15518996,GEO,SRX8722357,Illumina HiSeq 4000,SINGLE,RANDOM,GENOMIC,Homo sapiens,ILLUMINA,2020-10-20T00:00:00Z,SRS6997564,GSM4669411,SRP271639,101,5827235703,"gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",PRJNA645920,,Plasma,,,,,,,,,,,,,,,,,,,
SRR12211679,Bisulfite-Seq,SAMN15518912,GEO,SRX8722358,Illumina HiSeq 4000,SINGLE,RANDOM,GENOMIC,Homo sapiens,ILLUMINA,2020-10-20T00:00:00Z,SRS6997565,GSM4669412,SRP271639,101,8097025873,"gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",PRJNA645920,,Plasma,,,,,,,,,,,,,,,,,,,
SRR12211680,Bisulfite-Seq,SAMN15518911,GEO,SRX8722359,Illumina HiSeq 4000,SINGLE,RANDOM,GENOMIC,Homo sapiens,ILLUMINA,2020-10-20T00:00:00Z,SRS6997566,GSM4669413,SRP271639,101,2539492187,"gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",PRJNA645920,,Plasma,,,,,,,,,,,,,,,,,,,
SRR12211681,Bisulfite-Seq,SAMN15518995,GEO,SRX8722360,Illumina HiSeq 4000,SINGLE,RANDOM,GENOMIC,Homo sapiens,ILLUMINA,2020-10-20T00:00:00Z,SRS6997568,GSM4669414,SRP271639,101,3106589108,"gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",PRJNA645920,,Plasma,,,,,,,,,,,,,,,,,,,
SRR12211682,Bisulfite-Seq,SAMN15518994,GEO,SRX8722361,Illumina HiSeq 4000,SINGLE,RANDOM,GENOMIC,Homo sapiens,ILLUMINA,2020-10-20T00:00:00Z,SRS6997567,GSM4669415,SRP271639,101,2691044404,"gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",PRJNA645920,,Plasma,,,,,,,,,,,,,,,,,,,
SRR12211683,Bisulfite-Seq,SAMN15518993,GEO,SRX8722362,Illumina HiSeq 4000,SINGLE,RANDOM,GENOMIC,Homo sapiens,ILLUMINA,2020-10-20T00:00:00Z,SRS6997569,GSM4669416,SRP271639,101,7469508328,"gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",PRJNA645920,,Plasma,,,,,,,,,,,,,,,,,,,
SRR12211684,Bisulfite-Seq,SAMN15518992,GEO,SRX8722363,Illumina HiSeq 4000,SINGLE,RANDOM,GENOMIC,Homo sapiens,ILLUMINA,2020-10-20T00:00:00Z,SRS6997570,GSM4669417,SRP271639,101,4341466820,"gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",PRJNA645920,,Plasma,,,,,,,,,,,,,,,,,,,
SRR12211685,Bisulfite-Seq,SAMN15518991,GEO,SRX8722364,Illumina HiSeq 4000,SINGLE,RANDOM,GENOMIC,Homo sapiens,ILLUMINA,2020-10-20T00:00:00Z,SRS6997571,GSM4669418,SRP271639,101,4440955961,"gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",PRJNA645920,,Plasma,,,,,,,,,,,,,,,,,,,
SRR12211686,Bisulfite-Seq,SAMN15518990,GEO,SRX8722365,Illumina HiSeq 4000,SINGLE,RANDOM,GENOMIC,Homo sapiens,ILLUMINA,2020-10-20T00:00:00Z,SRS6997572,GSM4669419,SRP271639,101,4263700557,"gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",PRJNA645920,,Plasma,,,,,,,,,,,,,,,,,,,
SRR12211687,Bisulfite-Seq,SAMN15518989,GEO,SRX8722366,Illumina HiSeq 4000,SINGLE,RANDOM,GENOMIC,Homo sapiens,ILLUMINA,2020-10-20T00:00:00Z,SRS6997573,GSM4669420,SRP271639,101,6370034549,"gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",PRJNA645920,,Plasma,,,,,,,,,,,,,,,,,,,
