Run,Assay Type,AvgSpotLen,Bases,BioProject,BioSample,Bytes,Center Name,Consent,DATASTORE filetype,DATASTORE provider,DATASTORE region,Experiment,Instrument,LibraryLayout,LibrarySelection,LibrarySource,Organism,Platform,ReleaseDate,Sample Name,SRA Study,source_name,GEO_Accession (exp),Tissue,disease_state,Cell_type,Cell_Line,gender,AGE,SAMPLE_TYPE,sex,tissue_type,cohort,Treatment,Library Name,Biomaterial_provider,N,T,Group,Genotype,Replicate,etype,gtype,m,mtypehe,BioSampleModel,Isolate,gestational_age,instrument_model (run),karyotype,Passage,cancer_type,hepatic_zone,isolation,clustered_group,dmfd_class,tissues,Subject_ID,lineage,mother/newborn,sgRNA,Individual,library_prep_kit,Sample_Name,Developmental_Stage,disease,molecule_subtype,obese_status,body_type,Participant,subject_status,training_status,method,age_at_skin_biopsy,disease_status,disease_subtype,ENA-FIRST-PUBLIC (run),ENA-LAST-UPDATE (run),genotype/variation,INSDC_center_alias,INSDC_center_name,INSDC_first_public,INSDC_last_update,INSDC_status,SRA_accession,Title,Time_point,tumorgenecity,Alias,Broker_name,ENA_checklist,organism,progenitor_cell_type,nact,recist,Storage_time,tissue_subtype,Condition,gestational_stage,Passages,BIOMATERIAL_TYPE,collection_method,donor_age,DONOR_ETHNICITY,DONOR_HEALTH_STATUS,donor_id,donor_sex,EXPERIMENT_TYPE (exp),EXTRACTION_PROTOCOL (exp),Molecule,sample_term_id,TISSUE_DEPOT,ipsc_clone_number,transduced_with,disease_stage,health_state,reprogramming_stage,5-azacytidine_status,facs_isolation_characteristic,gestation,Lane,protocol,rounds_of_in_vivo_selection,run,sample_input,cell_types,develpment_stage,digestion,medium,surface_antigen_enrichment,tissue_location,twin_pair,cell_status,Strain,transfected_with,infection_state,Experiment,PASSAGE_IF_EXPANDED,Stage,status,common_name,ENA-FIRST-PUBLIC,ENA_last_update,experiment_type,External_Id,FLT3-ITD_Status
SRR4418816,Bisulfite-Seq,101,4404178730,PRJNA348122,SAMN05901898,3268621956,GEO,public,"fastq,sra","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",SRX2241198,Illumina HiSeq 2000,SINGLE,Reduced Representation,GENOMIC,Homo sapiens,ILLUMINA,2017-01-03T00:00:00Z,GSM2342309,SRP091458,adipose tissue,GSM2342309,adipose,,,,male,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SRR4418840,Bisulfite-Seq,101,3604759690,PRJNA348122,SAMN05901757,2845645409,GEO,public,"fastq,sra","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",SRX2241222,Illumina HiSeq 2000,SINGLE,Reduced Representation,GENOMIC,Homo sapiens,ILLUMINA,2017-01-03T00:00:00Z,GSM2342333,SRP091458,adipose tissue,GSM2342333,adipose,,,,male,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SRR5194886,Bisulfite-Seq,252,1748683692,PRJNA315379,SAMN06249404,820008363,GEO,public,sra,"gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",SRX2510535,Illumina HiSeq 2500,PAIRED,RANDOM,GENOMIC,Homo sapiens,ILLUMINA,2017-02-20T00:00:00Z,GSM2464813,SRP071841,colorectal cancer_plasma,GSM2464813,,normal,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SRR3229277,Bisulfite-Seq,202,503230278,PRJNA315379,SAMN04557711,347329704,GEO,public,sra,"gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",SRX1635101,Illumina HiSeq 2500,PAIRED,Reduced Representation,GENOMIC,Homo sapiens,ILLUMINA,2017-02-20T00:00:00Z,GSM2090588,SRP071841,plasma,GSM2090588,,normal,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SRR3229279,Bisulfite-Seq,302,506247432,PRJNA315379,SAMN04557712,281262328,GEO,public,sra,"gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",SRX1635102,Illumina MiSeq,PAIRED,Reduced Representation,GENOMIC,Homo sapiens,ILLUMINA,2017-02-20T00:00:00Z,GSM2090589,SRP071841,plasma,GSM2090589,,normal,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SRR5963618,Bisulfite-Seq,150,243832650,PRJNA315379,SAMN04557729,125897283,GEO,public,"fastq,sra","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",SRX1635059,Illumina HiSeq 2500,SINGLE,Reduced Representation,GENOMIC,Homo sapiens,ILLUMINA,2017-08-23T00:00:00Z,GSM2090546,SRP071841,plasma,GSM2090546,,lung cancer,,,,,,,,,,,,,,,,,,,,,,,,Illumina MiSeq,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SRR4418935,Bisulfite-Seq,101,3436493892,PRJNA348122,SAMN05901812,2669350875,GEO,public,"fastq,sra","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",SRX2241317,Illumina HiSeq 2000,SINGLE,Reduced Representation,GENOMIC,Homo sapiens,ILLUMINA,2017-01-03T00:00:00Z,GSM2342428,SRP091458,adipose tissue,GSM2342428,adipose,,,,male,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SRR4446521,Bisulfite-Seq,250,897412500,PRJNA350172,SAMN05934438,355298784,GEO,public,"contigs,fastq,sra","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",SRX2265363,Illumina HiSeq 2000,PAIRED,Reduced Representation,GENOMIC,Homo sapiens,ILLUMINA,2018-03-04T00:00:00Z,GSM2358093,SRP091970,induced pluripotent stem cells,GSM2358093,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,niPSC-T,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SRR8261148,Bisulfite-Seq,51,466614351,PRJNA507569,SAMN10497994,318839719,GEO,public,"fastq,sra","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",SRX5078273,Illumina HiSeq 2500,SINGLE,Reduced Representation,GENOMIC,Homo sapiens,ILLUMINA,2020-03-19T00:00:00Z,GSM3495895,SRP171132,prostate transitional zone,GSM3495895,prostate transitional zone,,,,,,Benign prostatic hyperplasia (BPH),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SRR8261271,Bisulfite-Seq,51,403723038,PRJNA507569,SAMN10497999,277664519,GEO,public,"fastq,sra","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",SRX5078289,Illumina HiSeq 2500,SINGLE,Reduced Representation,GENOMIC,Homo sapiens,ILLUMINA,2020-03-19T00:00:00Z,GSM3495911,SRP171132,prostate transitional zone,GSM3495911,prostate transitional zone,,,,,,Benign prostatic hyperplasia (BPH),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SRR8234234,Bisulfite-Seq,106,55353397,PRJNA506388,SAMN10458854,44283593,GEO,public,"fastq,sra","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",SRX5052572,Ion Torrent PGM,SINGLE,Reduced Representation,GENOMIC,Homo sapiens,ION_TORRENT,2018-11-25T00:00:00Z,GSM3485601,SRP170035,Breast,GSM3485601,Breast Cancer,,,,,48,Tissue,,,,,,,0,2,,,,HER2,duct,0,modHER,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SRR6033253,Bisulfite-Seq,51,4590894948,PRJNA375214,SAMN07638882,3561534863,GEO,public,"fastq,sra","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",SRX3183061,Illumina HiSeq 2000,SINGLE,Reduced Representation,GENOMIC,Homo sapiens,ILLUMINA,2018-01-23T00:00:00Z,GSM2782681,SRP100105,human DLBCL primary case,GSM2782681,ABC-DLBCL,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SRR6350400,Bisulfite-Seq,51,2977114698,PRJNA421266,SAMN08136431,1053483447,GEO,public,"fastq,sra","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",SRX3447137,Illumina HiSeq 2500,SINGLE,Reduced Representation,GENOMIC,Homo sapiens,ILLUMINA,2018-11-30T00:00:00Z,GSM2877496,SRP126215,Thyroid,GSM2877496,Thyroid,,,,,,,,malignant nodule,testing cohort,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SRR8261140,Bisulfite-Seq,51,417209835,PRJNA507569,SAMN10497995,284630989,GEO,public,"fastq,sra","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",SRX5078272,Illumina HiSeq 2500,SINGLE,Reduced Representation,GENOMIC,Homo sapiens,ILLUMINA,2020-03-19T00:00:00Z,GSM3495894,SRP171132,prostate transitional zone,GSM3495894,prostate transitional zone,,,,,,Benign prostatic hyperplasia (BPH),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SRR8261158,Bisulfite-Seq,51,467888433,PRJNA507569,SAMN10497992,318624403,GEO,public,"fastq,sra","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",SRX5078275,Illumina HiSeq 2500,SINGLE,Reduced Representation,GENOMIC,Homo sapiens,ILLUMINA,2020-03-19T00:00:00Z,GSM3495897,SRP171132,prostate transitional zone,GSM3495897,prostate transitional zone,,,,,,Benign prostatic hyperplasia (BPH),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SRR8261250,Bisulfite-Seq,51,476361114,PRJNA507569,SAMN10498002,324176134,GEO,public,"fastq,sra","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",SRX5078286,Illumina HiSeq 2500,SINGLE,Reduced Representation,GENOMIC,Homo sapiens,ILLUMINA,2020-03-19T00:00:00Z,GSM3495908,SRP171132,prostate transitional zone,GSM3495908,prostate transitional zone,,,,,,Benign prostatic hyperplasia (BPH),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SRR9699251,Bisulfite-Seq,70,1517092920,PRJNA555088,SAMN12306954,719489284,GEO,public,"fastq,sra","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",SRX6457353,NextSeq 550,SINGLE,Reduced Representation,GENOMIC,Homo sapiens,ILLUMINA,2020-02-20T00:00:00Z,GSM3946383,SRP215054,cerebellum from deceased patient,,cerebellum,control,,,,86,,male,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SRR9699255,Bisulfite-Seq,70,1417762150,PRJNA555088,SAMN12306950,671347220,GEO,public,"fastq,sra","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",SRX6457357,NextSeq 550,SINGLE,Reduced Representation,GENOMIC,Homo sapiens,ILLUMINA,2020-02-20T00:00:00Z,GSM3946387,SRP215054,cerebellum from deceased patient,,cerebellum,essential tremor,,,,84,,male,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SRR10961780,Bisulfite-Seq,118,93896681,PRJNA603073,SAMN13916820,75191065,GEO,public,"fastq,sra","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",SRX7627432,Ion Torrent PGM,SINGLE,Reduced Representation,GENOMIC,Homo sapiens,ION_TORRENT,2020-02-04T00:00:00Z,GSM4283780,SRP244660,Breast,GSM4283780,LumB Breast Cancer,,Tissue,,,48,,,,,,,,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Partial Regression,PR,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SRR6294880,Bisulfite-Seq,146,1930886101,PRJNA418601,SAMN08031157,1369315319,INSTITUTE OF TRANSLATIONAL MEDICINE,public,"fastq,sra","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",SRX3395917,Illumina HiSeq 2000,PAIRED,Restriction Digest,GENOMIC,Homo sapiens,ILLUMINA,2018-11-08T00:00:00Z,RRBS02,SRP125064,,,lung,,,,,65,,male,,,,RRBS02,"Sir Run Run Shaw Hospital at Zhejiang University (Hangzhou\, China)",,,,,,,,,,Human,"Person1\,tumor",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SRR2017566,Bisulfite-Seq,97,7624601802,PRJNA283827,SAMN03656374,4969687214,GEO,public,"fastq,sra","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",SRX1024157,Illumina HiSeq 2000,PAIRED,Reduced Representation,GENOMIC,Homo sapiens,ILLUMINA,2015-09-30T00:00:00Z,GSM1682283,SRP058260,MCF-7_treated_with_growth medium,GSM1682283,breast,,breast cancer,MCF-7,,,,,,,treated with growth medium,,,,,,,,,,,,,,,,,30,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SRR1777086,Bisulfite-Seq,202,1186192884,PRJNA273802,SAMN03298517,834816293,GEO,public,"fastq,sra","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",SRX856831,Illumina HiSeq 2000,PAIRED,RANDOM,GENOMIC,Homo sapiens,ILLUMINA,2016-03-01T00:00:00Z,GSM1593767,SRP052901,human adult cancer cell,GSM1593767,liver cancer,,,,male,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SRR1777088,Bisulfite-Seq,202,1461276282,PRJNA273802,SAMN03298500,1017401001,GEO,public,"fastq,sra","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",SRX856833,Illumina HiSeq 2000,PAIRED,RANDOM,GENOMIC,Homo sapiens,ILLUMINA,2016-03-01T00:00:00Z,GSM1593769,SRP052901,human adult cancer cell,GSM1593769,liver cancer,,,,male,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SRR1777092,Bisulfite-Seq,202,790722940,PRJNA273802,SAMN03298446,530505219,GEO,public,"fastq,sra","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",SRX856837,Illumina HiSeq 2000,PAIRED,RANDOM,GENOMIC,Homo sapiens,ILLUMINA,2016-03-01T00:00:00Z,GSM1593773,SRP052901,human adult cancer cell,GSM1593773,liver cancer,,,,male,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SRR1777096,Bisulfite-Seq,202,1253419898,PRJNA273802,SAMN03298484,875061220,GEO,public,"fastq,sra","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",SRX856841,Illumina HiSeq 2000,PAIRED,RANDOM,GENOMIC,Homo sapiens,ILLUMINA,2016-03-01T00:00:00Z,GSM1593777,SRP052901,human adult cancer cell,GSM1593777,liver cancer,,,,male,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SRR1777100,Bisulfite-Seq,202,1312524694,PRJNA273802,SAMN03298493,916506059,GEO,public,"fastq,sra","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",SRX856845,Illumina HiSeq 2000,PAIRED,RANDOM,GENOMIC,Homo sapiens,ILLUMINA,2016-03-01T00:00:00Z,GSM1593781,SRP052901,human adult cancer cell,GSM1593781,liver cancer,,,,male,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SRR1777102,Bisulfite-Seq,202,1149836116,PRJNA273802,SAMN03298487,806074335,GEO,public,"fastq,sra","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",SRX856847,Illumina HiSeq 2000,PAIRED,RANDOM,GENOMIC,Homo sapiens,ILLUMINA,2016-03-01T00:00:00Z,GSM1593783,SRP052901,human adult cancer cell,GSM1593783,liver cancer,,,,male,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SRR11790875,Bisulfite-Seq,250,4454533000,PRJNA632882,SAMN14925488,1539533237,GEO,public,"fastq,sra","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",SRX8342911,Illumina HiSeq 2500,PAIRED,Reduced Representation,GENOMIC,Homo sapiens,ILLUMINA,2021-01-20T00:00:00Z,GSM4552878,SRP261646,cultured dermal fibroblasts,GSM4552878,,,,,,,,female,,,,,,,,,,,,,,,,,,,,3,,,,,,,,,,,,,,,,,,,,,,,59,systemic sclerosis,diffuse,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SRR11790878,Bisulfite-Seq,250,5159195750,PRJNA632882,SAMN14925485,1774344454,GEO,public,"fastq,sra","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",SRX8342914,Illumina HiSeq 2500,PAIRED,Reduced Representation,GENOMIC,Homo sapiens,ILLUMINA,2021-01-20T00:00:00Z,GSM4552881,SRP261646,cultured dermal fibroblasts,GSM4552881,,,,,,,,male,,,,,,,,,,,,,,,,,,,,3,,,,,,,,,,,,,,,,,,,,,,,57,control,NA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SRR11790881,Bisulfite-Seq,250,4528266250,PRJNA632882,SAMN14925482,1567639596,GEO,public,"fastq,sra","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",SRX8342917,Illumina HiSeq 2500,PAIRED,Reduced Representation,GENOMIC,Homo sapiens,ILLUMINA,2021-01-20T00:00:00Z,GSM4552884,SRP261646,cultured dermal fibroblasts,GSM4552884,,,,,,,,female,,,,,,,,,,,,,,,,,,,,3,,,,,,,,,,,,,,,,,,,,,,,55,systemic sclerosis,diffuse,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SRR11790882,Bisulfite-Seq,250,4565592750,PRJNA632882,SAMN14925481,1567940671,GEO,public,"fastq,sra","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",SRX8342918,Illumina HiSeq 2500,PAIRED,Reduced Representation,GENOMIC,Homo sapiens,ILLUMINA,2021-01-20T00:00:00Z,GSM4552885,SRP261646,cultured dermal fibroblasts,GSM4552885,,,,,,,,female,,,,,,,,,,,,,,,,,,,,3,,,,,,,,,,,,,,,,,,,,,,,56,control,NA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SRR11790883,Bisulfite-Seq,250,5258145250,PRJNA632882,SAMN14925480,1809402096,GEO,public,"fastq,sra","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",SRX8342919,Illumina HiSeq 2500,PAIRED,Reduced Representation,GENOMIC,Homo sapiens,ILLUMINA,2021-01-20T00:00:00Z,GSM4552886,SRP261646,cultured dermal fibroblasts,GSM4552886,,,,,,,,female,,,,,,,,,,,,,,,,,,,,3,,,,,,,,,,,,,,,,,,,,,,,51,systemic sclerosis,diffuse,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SRR11790884,Bisulfite-Seq,250,3934034500,PRJNA632882,SAMN14925479,1337861988,GEO,public,"fastq,sra","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",SRX8342920,Illumina HiSeq 2500,PAIRED,Reduced Representation,GENOMIC,Homo sapiens,ILLUMINA,2021-01-20T00:00:00Z,GSM4552887,SRP261646,cultured dermal fibroblasts,GSM4552887,,,,,,,,female,,,,,,,,,,,,,,,,,,,,3,,,,,,,,,,,,,,,,,,,,,,,54,control,NA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SRR11790886,Bisulfite-Seq,250,4663740750,PRJNA632882,SAMN14925477,1625509447,GEO,public,"fastq,sra","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",SRX8342922,Illumina HiSeq 2500,PAIRED,Reduced Representation,GENOMIC,Homo sapiens,ILLUMINA,2021-01-20T00:00:00Z,GSM4552889,SRP261646,cultured dermal fibroblasts,GSM4552889,,,,,,,,female,,,,,,,,,,,,,,,,,,,,3,,,,,,,,,,,,,,,,,,,,,,,51,control,NA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SRR11790888,Bisulfite-Seq,250,3629075500,PRJNA632882,SAMN14925475,1243887295,GEO,public,"fastq,sra","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",SRX8342924,Illumina HiSeq 2500,PAIRED,Reduced Representation,GENOMIC,Homo sapiens,ILLUMINA,2021-01-20T00:00:00Z,GSM4552891,SRP261646,cultured dermal fibroblasts,GSM4552891,,,,,,,,male,,,,,,,,,,,,,,,,,,,,3,,,,,,,,,,,,,,,,,,,,,,,46,systemic sclerosis,diffuse,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SRR11790889,Bisulfite-Seq,250,3349118000,PRJNA632882,SAMN14925474,1136910898,GEO,public,"fastq,sra","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",SRX8342925,Illumina HiSeq 2500,PAIRED,Reduced Representation,GENOMIC,Homo sapiens,ILLUMINA,2021-01-20T00:00:00Z,GSM4552892,SRP261646,cultured dermal fibroblasts,GSM4552892,,,,,,,,male,,,,,,,,,,,,,,,,,,,,3,,,,,,,,,,,,,,,,,,,,,,,44,systemic sclerosis,diffuse,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SRR11790891,Bisulfite-Seq,250,4561764750,PRJNA632882,SAMN14925472,1574118820,GEO,public,"fastq,sra","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",SRX8342927,Illumina HiSeq 2500,PAIRED,Reduced Representation,GENOMIC,Homo sapiens,ILLUMINA,2021-01-20T00:00:00Z,GSM4552894,SRP261646,cultured dermal fibroblasts,GSM4552894,,,,,,,,female,,,,,,,,,,,,,,,,,,,,3,,,,,,,,,,,,,,,,,,,,,,,46,control,NA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SRR11790895,Bisulfite-Seq,250,4073911250,PRJNA632882,SAMN14925465,1404900092,GEO,public,"fastq,sra","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",SRX8342931,Illumina HiSeq 2500,PAIRED,Reduced Representation,GENOMIC,Homo sapiens,ILLUMINA,2021-01-20T00:00:00Z,GSM4552898,SRP261646,cultured dermal fibroblasts,GSM4552898,,,,,,,,female,,,,,,,,,,,,,,,,,,,,3,,,,,,,,,,,,,,,,,,,,,,,43,control,NA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SRR11790896,Bisulfite-Seq,250,4475652000,PRJNA632882,SAMN14925464,1532323194,GEO,public,"fastq,sra","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",SRX8342932,Illumina HiSeq 2500,PAIRED,Reduced Representation,GENOMIC,Homo sapiens,ILLUMINA,2021-01-20T00:00:00Z,GSM4552899,SRP261646,cultured dermal fibroblasts,GSM4552899,,,,,,,,female,,,,,,,,,,,,,,,,,,,,3,,,,,,,,,,,,,,,,,,,,,,,39,systemic sclerosis,diffuse,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
